Time,Main Contract,Sub-main Contract
14334,5439.03,5384.64
14335,5386.27,5278.54
14336,5398.12,5133.61
14337,5437.53,5383.15
14338,5485.38,5381.16
14339,5472.76,5357.83
14340,5526.94,5432.98
14341,5481.62,5278.8
14342,5463.53,5266.84
14343,5437.85,5367.16
14344,5391.08,5321.0
14345,5366.82,5119.95
14346,5379.16,5185.51
14347,5333.44,5200.1
14348,5331.84,5150.56
14349,5326.51,5166.71
14350,5329.17,5238.57
14351,5291.87,5191.32
14352,5267.0,5098.46
14353,5225.39,4979.8
14354,5226.44,5148.04
14355,5186.72,5082.99
14356,5170.12,4958.15
14357,5119.97,4915.17
14358,5136.35,4941.17
14359,5157.41,5043.95
14360,5148.64,5066.26
14361,5135.77,4909.8
14362,5125.5,4966.61
14363,5090.13,4881.43
14364,5046.86,4930.78
14365,5006.49,4861.3
14366,5011.0,4790.52
14367,5038.56,4927.71
14368,5013.87,4778.22
14369,5010.36,4920.17
14370,4961.76,4852.6
14371,4918.1,4691.87
14372,4902.85,4775.38
14373,4858.72,4674.09
14374,4886.41,4813.11
14375,4847.81,4741.16
14376,4801.27,4695.64
14377,4794.55,4684.28
14378,4760.99,4641.97
14379,4760.51,4532.01
14380,4770.03,4703.25
14381,4779.09,4664.39
14382,4769.53,4693.22
14383,4790.99,4628.1
14384,4798.18,4639.84
14385,4781.39,4680.98
14386,4822.03,4735.23
14387,4846.14,4613.53
14388,4885.39,4733.94
14389,4925.94,4709.2
14390,4919.04,4830.5
14391,4877.72,4799.68
14392,4852.84,4639.32
14393,4832.46,4615.0
14394,4864.35,4640.59
14395,4866.3,4754.38
14396,4836.13,4633.01
14397,4854.51,4747.71
14398,4844.8,4767.28
14399,4876.78,4818.26
14400,4868.98,4654.74
14401,4862.65,4673.01
14402,4908.36,4756.2
14403,4938.79,4736.3
14404,4892.37,4667.32
14405,4862.04,4691.87
14406,4885.38,4733.93
14407,4886.36,4822.84
14408,4864.86,4772.43
14409,4817.67,4711.68
14410,4833.57,4683.73
14411,4877.07,4735.63
14412,4862.44,4808.95
14413,4878.49,4717.5
14414,4843.36,4683.53
14415,4856.92,4696.64
14416,4835.06,4641.66
14417,4836.03,4599.06
14418,4877.62,4770.31
14419,4890.79,4822.32
14420,4879.05,4737.56
14421,4901.01,4675.56
14422,4858.37,4756.34
14423,4893.35,4692.72
14424,4864.97,4631.45
14425,4860.11,4811.51
14426,4896.56,4661.53
14427,4900.97,4822.55
14428,4946.06,4768.0
14429,4921.82,4803.7
14430,4914.93,4787.14
14431,4882.49,4794.61
14432,4871.26,4691.02
14433,4874.18,4698.71
14434,4876.62,4730.32
14435,4916.12,4812.88
14436,4958.89,4879.55
14437,5005.01,4909.91
14438,5001.01,4775.96
14439,5011.51,4946.36
14440,5023.54,4933.12
14441,5007.46,4892.29
14442,4986.43,4762.04
14443,4964.99,4756.46
14444,4985.35,4905.58
14445,4975.38,4811.19
14446,4990.31,4845.59
14447,5010.77,4835.39
14448,5033.82,4948.25
14449,5034.32,4858.12
14450,5011.67,4896.4
14451,5034.22,4928.5
14452,5018.11,4792.3
14453,4980.47,4875.88
14454,4940.63,4827.0
14455,4958.91,4904.36
14456,4916.76,4754.51
14457,4914.3,4707.9
14458,4922.16,4764.65
14459,4938.9,4840.12
14460,4939.39,4751.69
14461,4901.85,4789.11
14462,4881.75,4730.42
14463,4841.72,4730.36
14464,4830.1,4757.65
14465,4848.45,4780.57
14466,4873.66,4668.97
14467,4915.57,4866.41
14468,4882.14,4833.32
14469,4918.27,4706.78
14470,4939.42,4751.72
14471,4961.65,4797.92
14472,5003.82,4873.72
14473,5041.85,4925.89
14474,5071.6,4954.95
14475,5050.3,4929.09
14476,5032.62,4836.35
14477,5049.73,4827.54
14478,5003.27,4838.16
14479,5015.28,4889.9
14480,4974.15,4894.56
14481,4964.7,4756.18
14482,5008.89,4813.54
14483,5011.39,4886.11
14484,5059.5,4882.42
14485,5076.7,4975.17
14486,5058.42,4977.49
14487,5037.68,4962.11
14488,5037.18,4850.8
14489,4998.39,4883.43
14490,4962.9,4779.27
14491,4978.28,4779.15
14492,4991.22,4801.55
14493,4942.81,4848.9
14494,4960.11,4890.67
14495,5003.76,4798.61
14496,4975.74,4746.86
14497,4975.74,4866.27
14498,5014.55,4959.39
14499,4973.93,4779.95
14500,4940.11,4831.43
14501,4943.57,4829.87
14502,4976.2,4866.72
14503,5001.58,4781.51
14504,5013.08,4852.66
14505,4988.52,4868.8
14506,4999.99,4929.99
14507,5032.99,4927.3
14508,5058.15,4987.34
14509,5029.82,4783.36
14510,5040.38,4924.45
14511,5006.61,4796.33
14512,4965.56,4901.01
14513,4983.44,4799.05
14514,4995.9,4846.02
14515,4969.42,4800.46
14516,5011.66,4776.11
14517,4972.07,4832.85
14518,4979.03,4864.51
14519,4956.62,4857.49
14520,4932.83,4839.11
14521,4932.83,4740.45
14522,4938.26,4814.8
14523,4987.15,4877.43
14524,5020.56,4779.57
14525,4996.96,4917.01
14526,5007.95,4937.84
14527,5040.5,4879.2
14528,5063.69,4906.72
14529,5064.2,4967.98
14530,5072.81,4849.61
14531,5025.13,4824.12
14532,5051.26,4829.0
14533,5090.66,4932.85
14534,5129.86,4965.7
14535,5088.82,4839.47
14536,5042.0,4840.32
14537,5021.33,4971.12
14538,5014.8,4909.49
14539,5007.28,4882.1
14540,5045.84,4955.01
14541,5016.07,4860.57
14542,5005.54,4930.46
14543,5030.07,4869.11
14544,5019.51,4919.12
14545,5058.66,4982.78
14546,5036.91,4986.54
14547,5060.08,4888.04
14548,5019.6,4924.23
14549,4993.0,4778.3
14550,5017.47,4927.16
14551,5039.05,4953.39
14552,5005.79,4925.7
14553,5054.35,4958.32
14554,5081.14,4933.79
14555,5064.37,4851.67
14556,5107.42,5000.16
14557,5067.58,4971.3
14558,5021.47,4805.55
14559,5052.1,4844.96
14560,5087.46,4945.01
14561,5116.97,5055.57
14562,5133.86,4882.3
14563,5162.61,4981.92
14564,5168.81,5018.91
14565,5130.56,5038.21
14566,5123.89,5011.16
14567,5111.08,5024.19
14568,5105.46,4896.14
14569,5084.53,4982.84
14570,5124.7,4914.59
14571,5127.26,4942.68
14572,5097.52,4873.23
14573,5133.2,4958.67
14574,5137.82,4927.17
14575,5109.05,4935.34
14576,5139.7,4995.79
14577,5164.88,5108.07
14578,5119.95,4889.55
14579,5144.01,4943.39
14580,5182.59,5063.39
14581,5185.7,5030.13
14582,5139.03,5087.64
14583,5156.5,4908.99
14584,5142.58,5039.73
14585,5154.41,5015.24
14586,5179.67,5060.54
14587,5195.21,5013.38
14588,5156.77,5089.73
14589,5177.4,4985.84
14590,5184.13,4992.32
14591,5170.13,5046.05
14592,5120.5,4997.61
14593,5098.48,4991.41
14594,5061.26,4848.69
14595,5068.85,4967.47
14596,5061.25,4889.17
14597,5020.76,4799.85
14598,4982.1,4862.53
14599,5011.99,4871.65
14600,5010.99,4770.46
14601,5008.48,4828.17
14602,5043.04,4977.48
14603,5027.91,4972.6
14604,4996.74,4846.84
14605,4986.25,4901.48
14606,4982.26,4867.67
14607,5021.12,4840.36
14608,4995.51,4825.66
14609,5036.97,4850.6
14610,5033.44,4877.4
14611,5020.35,4965.13
14612,5041.94,4865.47
14613,5016.23,4930.95
14614,4978.11,4744.14
14615,4931.32,4729.14
14616,4974.72,4910.05
14617,4959.3,4909.71
14618,4996.0,4836.13
14619,4954.53,4721.67
14620,4918.36,4839.67
14621,4881.47,4671.57
14622,4871.71,4686.59
14623,4860.02,4757.96
14624,4904.73,4688.92
14625,4866.96,4730.69
14626,4895.68,4768.39
14627,4900.09,4757.99
14628,4927.53,4710.72
14629,4949.21,4855.18
14630,4984.35,4760.05
14631,4944.97,4811.46
14632,4992.44,4887.6
14633,4981.46,4827.03
14634,5000.89,4840.86
14635,5032.9,4836.62
14636,5075.68,4867.58
14637,5068.07,4865.35
14638,5110.13,4956.83
14639,5101.95,4984.61
14640,5083.58,4875.15
14641,5091.21,4974.11
14642,5053.03,4886.28
14643,5044.95,4939.01
14644,5094.39,4844.76
14645,5058.22,5002.58
14646,5066.31,4995.38
14647,5110.89,5044.45
14648,5065.91,4994.99
14649,5033.49,4957.99
14650,5012.35,4866.99
14651,4988.29,4793.75
14652,5011.73,4911.5
14653,5024.76,4939.34
14654,5070.99,4954.36
14655,5114.09,4883.96
14656,5082.38,4899.41
14657,5060.02,4974.0
14658,5105.05,4936.58
14659,5134.15,5072.54
14660,5172.66,4960.58
14661,5214.56,5016.41
14662,5218.21,4967.74
14663,5215.08,5058.63
14664,5195.26,5096.55
14665,5173.96,4977.35
14666,5184.83,5117.43
14667,5226.31,5069.52
14668,5243.03,5159.14
14669,5253.52,5085.41
14670,5205.71,5013.1
14671,5186.45,5010.11
14672,5171.41,4938.7
14673,5134.18,4887.74
14674,5109.02,4914.88
14675,5141.72,5002.89
14676,5174.63,5034.91
14677,5132.72,5076.26
14678,5096.79,4892.92
14679,5136.54,5085.17
14680,5108.8,4940.21
14681,5115.95,4926.66
14682,5156.88,4997.02
14683,5181.12,5118.95
14684,5224.64,5120.15
14685,5273.23,5093.94
14686,5286.41,5074.95
14687,5263.68,5105.77
14688,5253.15,5111.31
14689,5265.23,5165.19
14690,5232.59,5002.36
14691,5186.54,4979.08
14692,5164.76,5020.15
14693,5124.47,5011.73
14694,5087.57,4884.07
14695,5073.32,4997.22
14696,5054.04,4947.91
14697,5067.69,4946.07
14698,5051.98,4971.15
14699,5077.24,4919.85
14700,5092.98,4980.93
14701,5091.96,4847.55
14702,5142.37,5085.8
14703,5167.05,4970.7
14704,5137.6,5045.12
14705,5107.8,4969.89
14706,5113.42,4985.58
14707,5088.88,4849.7
14708,5085.83,4892.57
14709,5067.01,4940.33
14710,5075.12,5004.07
14711,5026.4,4850.48
14712,5064.1,4917.24
14713,5099.04,5032.75
14714,5104.65,4961.72
14715,5151.1,5001.72
14716,5142.34,5060.06
14717,5131.54,4977.59
14718,5081.76,4929.31
14719,5041.61,4850.03
14720,4995.73,4885.82
14721,5039.69,4802.82
14722,5038.18,4927.34
14723,5041.2,4794.18
14724,5048.76,4892.25
14725,5042.7,4810.74
14726,4998.32,4763.4
14727,5033.31,4917.54
14728,5076.6,4924.3
14729,5055.79,4843.45
14730,5052.76,4875.91
14731,5024.46,4848.6
14732,5022.45,4821.55
14733,5068.66,4886.19
14734,5065.62,4893.39
14735,5077.27,5001.11
14736,5081.84,4964.96
14737,5126.05,4997.9
14738,5147.07,4972.07
14739,5140.38,4981.03
14740,5167.11,5068.93
14741,5200.18,5028.57
14742,5170.02,5082.13
14743,5142.62,4993.48
14744,5100.45,4967.84
14745,5065.77,4893.53
14746,5037.91,4932.11
14747,5020.28,4844.57
14748,5005.22,4850.06
14749,5042.76,4901.56
14750,5066.46,4985.4
14751,5052.27,4920.91
14752,5045.7,4995.24
14753,5020.47,4930.1
14754,5009.42,4784.0
14755,5002.41,4792.31
14756,4973.9,4769.97
14757,4927.15,4690.65
14758,4931.58,4749.11
14759,4971.53,4867.13
14760,4935.73,4881.44
14761,4947.58,4863.47
14762,4934.72,4737.33
14763,4938.17,4794.96
14764,4915.45,4718.83
14765,4892.84,4687.34
14766,4913.39,4746.33
14767,4894.23,4752.3
14768,4869.76,4806.45
14769,4888.75,4805.64
14770,4919.55,4801.48
14771,4956.45,4887.06
14772,4910.85,4773.35
14773,4902.01,4745.15
14774,4921.13,4812.87
14775,4939.83,4727.42
14776,4894.88,4684.4
14777,4915.93,4856.94
14778,4899.71,4747.82
14779,4891.38,4783.77
14780,4903.12,4849.19
14781,4860.46,4704.93
14782,4825.95,4686.0
14783,4866.01,4685.97
14784,4863.58,4737.13
14785,4886.44,4666.55
14786,4860.05,4685.09
14787,4875.6,4797.59
14788,4908.27,4716.85
14789,4881.27,4671.38
14790,4903.72,4756.61
14791,4929.71,4712.8
14792,4907.53,4814.29
14793,4865.82,4656.59
14794,4867.77,4653.59
14795,4913.04,4844.26
14796,4887.0,4818.58
14797,4908.5,4712.16
14798,4910.95,4822.55
14799,4959.57,4790.94
14800,4926.34,4872.15
14801,4970.18,4806.16
14802,4984.1,4799.69
14803,5022.98,4847.18
14804,5057.64,4809.82
14805,5075.85,4964.18
14806,5051.49,4864.58
14807,5048.96,4958.08
14808,5070.17,4902.85
14809,5111.24,5019.24
14810,5079.04,4946.98
14811,5054.66,4817.09
14812,5038.49,4826.87
14813,5038.49,4988.11
14814,5039.5,4933.67
14815,5011.78,4801.29
14816,5049.87,4903.42
14817,5076.13,4862.93
14818,5125.88,4982.36
14819,5088.46,4905.28
14820,5079.3,5028.51
14821,5089.46,4890.97
14822,5040.09,4944.33
14823,5021.95,4961.69
14824,4991.32,4861.55
14825,4984.33,4864.71
14826,5002.77,4777.65
14827,4988.26,4743.84
14828,4970.3,4811.25
14829,4943.96,4884.63
14830,4967.2,4917.53
14831,4985.58,4895.84
14832,4941.21,4881.92
14833,4923.92,4825.44
14834,4901.76,4789.02
14835,4910.58,4743.62
14836,4886.03,4710.13
14837,4902.64,4682.02
14838,4885.48,4743.8
14839,4875.22,4748.46
14840,4891.8,4793.96
14841,4848.75,4649.95
14842,4839.05,4626.13
14843,4835.18,4665.95
14844,4848.72,4785.69
14845,4824.96,4641.61
14846,4869.35,4781.7
14847,4838.67,4659.64
14848,4826.09,4623.39
14849,4836.71,4652.92
14850,4802.37,4715.93
14851,4804.29,4578.49
14852,4818.7,4630.77
14853,4862.07,4730.79
14854,4860.13,4660.86
14855,4870.82,4685.73
14856,4872.77,4682.73
14857,4914.19,4806.08
14858,4911.73,4857.7
14859,4883.24,4726.98
14860,4842.71,4760.38
14861,4837.87,4731.44
14862,4833.03,4654.21
14863,4827.23,4745.17
14864,4868.26,4809.84
14865,4881.89,4794.02
14866,4922.41,4784.58
14867,4918.47,4751.24
14868,4957.33,4714.42
14869,4988.07,4838.43
14870,5009.52,4929.37
14871,5038.58,4816.88
14872,5045.63,4969.95
14873,5001.73,4811.66
14874,5013.23,4958.08
14875,5039.8,4888.61
14876,5023.67,4883.01
14877,4978.96,4904.28
14878,4947.09,4768.99
14879,4917.9,4839.21
14880,4871.67,4745.01
14881,4827.34,4759.76
14882,4822.51,4644.08
14883,4820.58,4598.83
14884,4830.7,4651.96
14885,4852.44,4672.9
14886,4850.01,4728.76
14887,4894.15,4693.49
14888,4864.3,4689.19
14889,4889.11,4742.44
14890,4848.53,4640.04
14891,4811.2,4748.65
14892,4840.55,4646.93
14893,4884.11,4644.79
14894,4866.04,4729.79
14895,4830.52,4680.77
14896,4874.96,4655.59
14897,4874.96,4748.21
14898,4857.9,4799.61
14899,4892.88,4677.59
14900,4886.03,4661.27
14901,4871.37,4769.07
14902,4893.29,4677.99
14903,4927.54,4789.57
14904,4943.31,4775.24
14905,4950.23,4712.62
14906,4977.95,4893.32
14907,5001.84,4776.76
14908,4955.32,4831.44
14909,4910.23,4821.85
14910,4932.82,4760.17
14911,4967.84,4873.45
14912,4948.47,4844.55
14913,4976.68,4797.52
14914,5011.02,4825.61
14915,5000.0,4945.0
14916,5016.5,4901.12
14917,5025.03,4894.38
14918,4975.78,4856.36
14919,4927.51,4863.45
14920,4975.31,4900.68
14921,4951.93,4808.32
14922,4966.79,4867.45
14923,4982.68,4748.49
14924,4959.76,4801.05
14925,4962.74,4843.63
14926,4936.93,4818.44
14927,4958.16,4784.62
14928,4932.87,4701.03
14929,4895.87,4758.79
14930,4892.44,4799.48
14931,4924.73,4806.54
14932,4950.34,4717.67
14933,4935.98,4787.9
14934,4927.1,4838.41
14935,4884.23,4820.74
14936,4885.21,4792.39
14937,4932.11,4734.83
14938,4890.19,4743.48
14939,4935.67,4836.96
14940,4952.94,4769.68
14941,4942.04,4862.97
14942,4967.24,4733.78
14943,4952.34,4853.29
14944,4912.23,4676.44
14945,4942.69,4754.87
14946,4971.85,4872.41
14947,4973.84,4894.26
14948,4942.01,4803.63
14949,4968.2,4834.06
14950,4987.58,4897.8
14951,4987.58,4758.15
14952,5035.46,4889.43
14953,4996.18,4816.32
14954,5020.66,4935.31
14955,5004.59,4764.37
14956,4960.05,4731.89
14957,4979.39,4874.82
14958,4934.08,4830.46
14959,4954.31,4785.86
14960,4910.22,4861.12
14961,4921.02,4704.5
14962,4897.89,4804.83
14963,4881.73,4759.69
14964,4901.26,4670.9
14965,4899.3,4722.93
14966,4894.4,4683.94
14967,4936.49,4857.51
14968,4942.41,4789.2
14969,4948.84,4790.48
14970,4997.34,4892.4
14971,4989.34,4874.59
14972,4983.35,4793.98
14973,4996.31,4881.39
14974,4962.83,4754.39
14975,4919.65,4762.22
14976,4877.34,4784.67
14977,4910.51,4699.36
14978,4866.32,4754.39
14979,4855.13,4801.72
14980,4826.97,4590.45
14981,4849.17,4771.58
14982,4806.5,4691.14
14983,4812.27,4600.53
14984,4798.31,4587.18
14985,4819.42,4679.66
14986,4835.81,4763.27
14987,4820.82,4724.4
14988,4805.88,4589.62
14989,4836.16,4608.86
14990,4814.88,4728.21
14991,4787.92,4663.43
14992,4806.11,4637.9
14993,4810.92,4589.62
14994,4819.1,4688.98
14995,4779.1,4683.52
14996,4762.85,4562.81
14997,4790.47,4598.85
14998,4825.92,4676.32
14999,4812.41,4754.66
15000,4858.13,4804.69
15001,4877.56,4697.09
15002,4917.56,4819.21
15003,4948.54,4829.78
15004,4934.68,4766.9
15005,4896.19,4724.82
15006,4882.97,4814.61
15007,4914.71,4801.67
15008,4884.73,4645.38
15009,4837.84,4750.76
15010,4815.1,4646.57
15011,4839.66,4665.43
15012,4819.82,4684.87
15013,4841.51,4652.69
15014,4798.9,4606.94
15015,4793.14,4745.21
15016,4819.5,4732.75
15017,4778.53,4702.07
15018,4798.6,4745.82
15019,4777.97,4715.86
15020,4815.24,4675.6
15021,4780.09,4588.89
15022,4770.53,4703.74
15023,4749.54,4683.05
15024,4754.76,4593.1
15025,4730.51,4503.45
15026,4762.2,4619.33
15027,4804.58,4573.96
15028,4794.01,4563.9
15029,4792.09,4633.95
15030,4814.61,4646.1
15031,4809.31,4578.46
15032,4775.64,4551.18
15033,4806.68,4595.19
15034,4762.46,4619.59
15035,4807.23,4744.74
15036,4800.98,4724.16
15037,4822.1,4706.37
15038,4812.46,4658.46
15039,4815.83,4767.67
15040,4815.35,4627.55
15041,4855.32,4767.92
15042,4872.31,4745.63
15043,4869.39,4630.79
15044,4893.74,4727.35
15045,4859.48,4694.26
15046,4843.93,4713.14
15047,4826.01,4642.62
15048,4816.84,4614.53
15049,4799.02,4611.86
15050,4774.54,4583.56
15051,4809.39,4588.16
15052,4798.81,4731.63
15053,4825.2,4738.35
15054,4860.42,4631.98
15055,4904.65,4693.75
15056,4909.06,4805.97
15057,4870.28,4787.49
15058,4874.18,4723.08
15059,4917.07,4779.39
15060,4894.94,4699.14
15061,4909.62,4811.43
15062,4921.89,4739.78
15063,4903.19,4702.16
15064,4896.33,4773.92
15065,4918.36,4716.71
15066,4937.05,4719.82
15067,4900.02,4689.32
15068,4916.68,4857.68
15069,4878.82,4820.27
15070,4877.84,4785.16
15071,4918.81,4761.41
15072,4942.91,4844.05
15073,4945.38,4846.47
15074,4984.45,4755.17
15075,4950.06,4717.41
15076,4979.27,4839.85
15077,4997.2,4772.33
15078,5030.68,4789.21
15079,5061.37,4919.65
15080,5037.58,4962.02
15081,5023.98,4828.04
15082,4998.36,4918.39
15083,5010.86,4865.55
15084,5056.46,4975.56
15085,5061.01,4843.39
15086,5050.38,4954.42
15087,5045.83,4904.55
15088,5091.24,4857.04
15089,5071.38,4929.38
15090,5071.89,4934.95
15091,5099.28,4987.1
15092,5113.56,5016.4
15093,5122.76,4974.2
15094,5151.96,5033.46
15095,5116.41,4962.92
15096,5068.83,4881.28
15097,5086.06,4867.36
15098,5120.65,4910.7
15099,5164.18,4993.76
15100,5175.54,5040.98
15101,5189.0,5054.09
15102,5196.78,4962.92
15103,5172.87,5028.03
15104,5149.59,5067.2
15105,5121.27,4977.87
15106,5096.18,4963.68
15107,5123.7,4888.01
15108,5102.69,4975.12
15109,5136.88,4977.64
15110,5128.15,5010.2
15111,5144.56,4907.91
15112,5122.44,4876.56
15113,5140.88,4996.94
15114,5161.44,5037.57
15115,5184.67,4946.18
15116,5180.0,5040.14
15117,5220.92,4980.76
15118,5209.43,5068.78
15119,5238.6,5002.86
15120,5210.31,5038.37
15121,5171.23,4969.55
15122,5197.6,5135.23
15123,5147.18,5039.09
15124,5166.22,4944.07
15125,5154.34,4948.17
15126,5129.08,4898.27
15127,5141.9,4946.51
15128,5169.15,4926.2
15129,5134.0,5005.65
15130,5106.79,5019.97
15131,5127.73,5040.56
15132,5086.71,4878.15
15133,5129.44,5078.15
15134,5089.43,4962.19
15135,5115.9,5008.47
15136,5076.51,4842.99
15137,5036.41,4915.54
15138,5030.87,4854.79
15139,4992.13,4762.49
15140,4964.67,4910.06
15141,5003.39,4818.26
15142,5027.91,4796.63
15143,4980.14,4930.34
15144,4964.7,4751.22
15145,4991.01,4811.33
15146,4975.54,4741.69
15147,4945.19,4875.96
15148,4901.67,4686.0
15149,4938.92,4835.2
15150,4895.95,4734.38
15151,4894.48,4688.91
15152,4854.35,4689.3
15153,4818.91,4664.7
15154,4857.46,4789.46
15155,4829.29,4689.24
15156,4861.65,4715.8
15157,4857.27,4624.12
15158,4828.61,4640.29
15159,4860.0,4787.1
15160,4905.2,4826.72
15161,4921.88,4744.69
15162,4940.58,4792.36
15163,4949.47,4875.23
15164,4935.12,4772.26
15165,4965.72,4747.23
15166,5013.89,4923.64
15167,4996.34,4931.39
15168,4970.86,4901.27
15169,4956.94,4842.93
15170,4953.47,4814.77
15171,4941.58,4743.92
15172,4978.64,4824.3
15173,4956.24,4837.29
15174,4943.35,4869.2
15175,4931.98,4813.61
15176,4894.5,4816.19
15177,4864.64,4679.78
15178,4842.26,4740.57
15179,4856.3,4671.76
15180,4840.76,4647.13
15181,4815.1,4588.79
15182,4833.4,4746.4
15183,4841.62,4769.0
15184,4875.51,4729.24
15185,4838.46,4659.44
15186,4872.81,4634.04
15187,4891.81,4789.08
15188,4871.26,4798.19
15189,4877.11,4716.17
15190,4833.7,4746.69
15191,4869.95,4762.81
15192,4909.88,4723.3
15193,4909.39,4717.92
15194,4868.64,4815.08
15195,4847.7,4779.83
15196,4871.94,4808.6
15197,4861.71,4769.34
15198,4842.26,4726.05
15199,4808.85,4693.44
15200,4829.05,4650.38
15201,4846.92,4638.5
15202,4827.53,4721.32
15203,4810.15,4680.28
15204,4822.18,4764.31
15205,4855.45,4782.62
15206,4863.22,4663.83
15207,4859.82,4660.57
15208,4893.35,4815.06
15209,4866.93,4789.06
15210,4888.83,4673.72
15211,4857.05,4755.05
15212,4902.22,4745.35
15213,4938.01,4863.94
15214,4972.08,4753.31
15215,5005.89,4815.67
15216,5031.42,4850.29
15217,5024.88,4914.33
15218,5037.94,4831.38
15219,5046.5,4839.59
15220,5071.23,5005.3
15221,5104.19,4940.86
15222,5112.87,5020.84
15223,5146.1,4976.28
15224,5149.19,4994.71
15225,5199.65,4970.87
15226,5237.09,4990.95
15227,5270.61,5107.22
15228,5258.49,5142.8
15229,5244.29,5165.63
15230,5225.93,5016.89
15231,5221.23,5007.16
15232,5223.84,4993.99
15233,5175.26,5009.65
15234,5159.22,5071.51
15235,5195.85,5060.76
15236,5244.69,5113.57
15237,5234.2,5045.77
15238,5249.9,5155.4
15239,5274.57,5184.9
15240,5227.63,5128.31
15241,5203.58,5078.69
15242,5167.15,5053.47
15243,5213.14,5103.66
15244,5256.93,5104.48
15245,5305.29,5055.94
15246,5261.26,5203.39
15247,5212.33,5144.57
15248,5262.37,5036.09
15249,5287.1,5197.22
15250,5332.57,5263.25
15251,5380.03,5202.49
15252,5361.74,5157.99
15253,5361.74,5136.55
15254,5362.28,5233.59
15255,5378.37,5163.24
15256,5407.41,5272.22
15257,5356.04,5109.66
15258,5376.93,5151.1
15259,5410.27,5264.19
15260,5429.75,5174.55
15261,5405.86,5227.47
15262,5382.61,5307.25
15263,5332.55,5161.91
15264,5337.35,5145.21
15265,5333.61,5072.26
15266,5368.28,5287.76
15267,5329.63,5121.77
15268,5316.84,5088.22
15269,5289.19,5188.7
15270,5295.01,5136.16
15271,5346.9,5293.43
15272,5381.65,5117.95
15273,5381.65,5327.83
15274,5329.99,5100.8
15275,5346.51,5234.23
15276,5394.63,5205.82
15277,5423.22,5314.76
15278,5455.22,5351.57
15279,5499.95,5252.45
15280,5494.45,5269.18
15281,5536.21,5408.88
15282,5575.52,5408.25
15283,5525.9,5338.02
15284,5524.79,5375.62
15285,5503.8,5272.64
15286,5488.39,5406.06
15287,5438.99,5254.06
15288,5396.02,5244.93
15289,5423.54,5271.68
15290,5395.88,5282.57
15291,5360.81,5157.1
15292,5342.05,5080.29
15293,5295.57,5221.43
15294,5343.76,5252.92
15295,5353.91,5118.34
15296,5304.65,5219.78
15297,5339.13,5157.6
15298,5366.36,5296.6
15299,5334.16,5280.82
15300,5335.23,5244.53
15301,5326.69,5108.3
15302,5309.64,5230.0
15303,5301.14,5057.29
15304,5345.67,5281.52
15305,5322.15,5077.33
15306,5281.17,5196.67
15307,5285.92,5116.77
15308,5331.38,5123.46
15309,5346.84,5106.23
15310,5351.12,5190.59
15311,5362.36,5217.58
15312,5338.77,5274.7
15313,5378.28,5206.18
15314,5326.11,5182.31
15315,5301.61,5052.43
15316,5297.9,5181.35
15317,5323.86,5190.76
15318,5275.95,5207.36
15319,5265.93,5081.62
15320,5224.33,5041.48
15321,5188.8,4986.44
15322,5214.23,5083.87
15323,5177.73,4955.09
15324,5163.23,5059.97
15325,5119.34,4878.73
15326,5145.96,5089.35
15327,5099.65,4865.07
15328,5125.66,4987.27
15329,5131.3,5074.86
15330,5101.03,4927.59
15331,5087.77,4904.61
15332,5098.96,4869.51
15333,5137.2,5049.87
15334,5137.71,4957.89
15335,5157.75,5070.07
15336,5184.57,4951.26
15337,5150.87,5068.46
15338,5116.87,5040.12
15339,5132.22,5080.9
15340,5146.59,4951.02
15341,5122.92,4948.74
15342,5092.69,4960.28
15343,5120.7,5033.65
15344,5156.03,4975.57
15345,5119.42,4873.69
15346,5098.94,4976.57
15347,5098.94,5042.85
15348,5082.62,4955.55
15349,5065.85,4999.99
15350,5061.29,4853.78
15351,5080.52,5029.71
15352,5047.5,4891.03
15353,5065.17,4867.63
15354,5114.3,5001.79
15355,5157.26,5095.37
15356,5111.36,4973.35
15357,5159.41,4932.4
15358,5174.89,4926.5
15359,5156.78,4955.67
15360,5204.22,5136.57
15361,5235.97,4995.12
15362,5234.92,4994.11
15363,5194.61,5069.94
15364,5236.69,5100.54
15365,5271.78,5192.7
15366,5224.86,5120.36
15367,5192.99,4980.08
15368,5206.49,5097.15
15369,5203.37,5062.88
15370,5224.18,5145.82
15371,5175.07,5123.32
15372,5127.46,5045.42
15373,5158.22,4998.32
15374,5135.01,5073.39
15375,5114.98,5012.68
15376,5074.57,4983.23
15377,5040.57,4949.84
15378,5064.26,4932.59
15379,5084.01,4921.32
15380,5042.83,4936.93
15381,5028.21,4852.22
15382,5064.41,4973.25
15383,5043.14,4947.32
15384,5008.85,4778.44
15385,4975.29,4826.03
15386,4968.82,4799.88
15387,4976.27,4866.79
15388,4975.77,4856.35
15389,4969.8,4751.13
15390,4924.57,4870.4
15391,4922.6,4843.84
15392,4906.36,4822.95
15393,4936.29,4709.22
15394,4904.2,4722.74
15395,4887.04,4828.4
15396,4863.58,4654.45
15397,4878.17,4653.77
15398,4846.46,4710.76
15399,4823.2,4750.85
15400,4824.16,4631.19
15401,4780.74,4661.22
15402,4735.8,4607.93
15403,4776.53,4575.92
15404,4746.92,4542.8
15405,4770.18,4612.76
15406,4725.82,4565.14
15407,4735.27,4564.8
15408,4689.34,4506.46
